breakdown,new,average,total,new_average,new_total,positive,negative,neutral,new_positive,new_negative,new_neutral,product_id,date
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-01
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-02
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-03
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-04
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-05
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-06
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-07
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-08
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-09
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-10
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-11
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-12
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-13
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-14
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-15
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-16
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-17
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-18
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-19
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-20
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-21
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-22
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-23
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-24
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-25
"[34, 7, 11, 62, 109]","[0, 0, 0, 0, 0]",3.92,223,,0,171,41,11,0,0,0,40107231881,2021-02-26
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-01
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-02
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-03
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-04
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-05
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-06
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-07
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-08
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-09
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-10
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-11
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-12
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-13
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-14
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-15
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-16
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-17
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-18
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-19
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-20
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-21
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-22
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-23
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-24
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-25
"[12, 4, 3, 8, 8]","[0, 0, 0, 0, 0]",2.89,35,,0,16,16,3,0,0,0,41928853422,2021-02-26
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-01
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-02
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-03
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-04
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-05
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-06
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-07
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-08
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-09
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-10
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-11
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-12
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-13
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-14
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-15
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-16
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-17
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-18
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-19
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-20
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-21
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-22
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-23
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-24
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-25
"[5, 2, 0, 1, 4]","[0, 0, 0, 0, 0]",2.75,12,,0,5,7,0,0,0,0,41932358977,2021-02-26
"[138, 101, 607, 5618, 52979]","[0, 0, 0, 6, 41]",4.87,59443,4.87,47,58597,239,607,47,0,0,281273585133,2021-02-01
"[138, 101, 608, 5619, 53056]","[0, 0, 1, 1, 77]",4.87,59522,4.96,79,58675,239,608,78,0,1,281273585133,2021-02-02
"[137, 101, 609, 5628, 53153]","[-1, 0, 1, 9, 97]",4.87,59628,4.9,106,58781,238,609,106,-1,1,281273585133,2021-02-03
"[137, 101, 610, 5636, 53230]","[0, 0, 1, 8, 77]",4.87,59714,4.88,86,58866,238,610,85,0,1,281273585133,2021-02-04
"[137, 101, 611, 5648, 53339]","[0, 0, 1, 12, 109]",4.87,59836,4.89,122,58987,238,611,121,0,1,281273585133,2021-02-05
"[137, 101, 613, 5668, 53499]","[0, 0, 2, 20, 160]",4.87,60018,4.87,182,59167,238,613,180,0,2,281273585133,2021-02-06
"[140, 101, 615, 5686, 53677]","[3, 0, 2, 18, 178]",4.87,60219,4.83,201,59363,241,615,196,3,2,281273585133,2021-02-07
"[139, 101, 615, 5707, 53824]","[-1, 0, 0, 21, 147]",4.87,60386,4.88,167,59531,240,615,168,-1,0,281273585133,2021-02-08
"[141, 101, 619, 5726, 54054]","[2, 0, 4, 19, 230]",4.87,60641,4.86,255,59780,242,619,249,2,4,281273585133,2021-02-09
"[142, 102, 620, 5740, 54220]","[1, 1, 1, 14, 166]",4.87,60824,4.87,183,59960,244,620,180,2,1,281273585133,2021-02-10
"[143, 103, 625, 5769, 54496]","[1, 1, 5, 29, 276]",4.87,61136,4.85,312,60265,246,625,305,2,5,281273585133,2021-02-11
"[144, 103, 627, 5792, 54760]","[1, 0, 2, 23, 264]",4.87,61426,4.89,290,60552,247,627,287,1,2,281273585133,2021-02-12
"[145, 103, 627, 5804, 54917]","[1, 0, 0, 12, 157]",4.87,61596,4.91,170,60721,248,627,169,1,0,281273585133,2021-02-13
"[145, 104, 628, 5820, 55080]","[0, 1, 1, 16, 163]",4.87,61777,4.88,181,60900,249,628,179,1,1,281273585133,2021-02-14
"[145, 104, 629, 5831, 55192]","[0, 0, 1, 11, 112]",4.87,61901,4.9,124,61023,249,629,123,0,1,281273585133,2021-02-15
"[147, 104, 629, 5844, 55354]","[2, 0, 0, 13, 162]",4.87,62078,4.88,177,61198,251,629,175,2,0,281273585133,2021-02-16
"[148, 105, 630, 5862, 55554]","[1, 1, 1, 18, 200]",4.87,62299,4.88,221,61416,253,630,218,2,1,281273585133,2021-02-17
"[149, 105, 631, 5886, 55726]","[1, 0, 1, 24, 172]",4.87,62497,4.85,198,61612,254,631,196,1,1,281273585133,2021-02-18
"[150, 106, 632, 5903, 55897]","[1, 1, 1, 17, 171]",4.87,62688,4.86,191,61800,256,632,188,2,1,281273585133,2021-02-19
"[151, 107, 636, 5920, 56048]","[1, 1, 4, 17, 151]",4.87,62862,4.82,174,61968,258,636,168,2,4,281273585133,2021-02-20
"[152, 109, 637, 5938, 56216]","[1, 2, 1, 18, 168]",4.87,63052,4.84,190,62154,261,637,186,3,1,281273585133,2021-02-21
"[154, 109, 639, 5956, 56409]","[2, 0, 2, 18, 193]",4.87,63267,4.86,215,62365,263,639,211,2,2,281273585133,2021-02-22
"[154, 109, 647, 5987, 56650]","[0, 0, 8, 31, 241]",4.87,63547,4.83,280,62637,263,647,272,0,8,281273585133,2021-02-23
"[156, 110, 650, 6001, 56860]","[2, 1, 3, 14, 210]",4.87,63777,4.87,230,62861,266,650,224,3,3,281273585133,2021-02-24
"[157, 110, 651, 6027, 57100]","[1, 0, 1, 26, 240]",4.87,64045,4.88,268,63127,267,651,266,1,1,281273585133,2021-02-25
"[158, 110, 651, 6054, 57336]","[1, 0, 0, 27, 236]",4.87,64309,4.88,264,63390,268,651,263,1,0,281273585133,2021-02-26
